,date,stock_code,prev,open,high,low,close,change
827,11 Mei 2023,UNVR,4500,4500,4500,4370,4430,-70
4,12 Mei 2023,ACES,540,540,550,530,535,-5
35,12 Mei 2023,AMRT,2880,2890,3000,2890,2940,60
58,12 Mei 2023,ASII,6250,6225,6275,6175,6225,-25
348,12 Mei 2023,HRUM,1375,1375,1375,1345,1350,-25
378,12 Mei 2023,INKP,7200,7225,7300,7200,7250,50
386,12 Mei 2023,INTP,10225,10225,10400,10100,10200,-25
490,12 Mei 2023,MAPI,1670,0,1710,1665,1665,-5
711,12 Mei 2023,SIDO,775,775,785,765,775,0
827,12 Mei 2023,UNTR,24825,24775,25225,24675,24800,-25
828,12 Mei 2023,UNVR,4430,4430,4430,4370,4400,-30
4,15 Mei 2023,ACES,535,535,565,535,565,30
35,15 Mei 2023,AMRT,2940,2990,3030,2930,2940,0
58,15 Mei 2023,ASII,6225,6275,6350,6175,6350,125
348,15 Mei 2023,HRUM,1350,1355,1365,1290,1295,-55
378,15 Mei 2023,INKP,7250,7250,7325,7175,7250,0
386,15 Mei 2023,INTP,10200,10200,10200,10100,10200,0
490,15 Mei 2023,MAPI,1665,0,1730,1660,1730,65
711,15 Mei 2023,SIDO,775,775,785,765,775,0
827,15 Mei 2023,UNTR,24800,24800,25000,24450,24500,-300
828,15 Mei 2023,UNVR,4400,4450,4530,4400,4500,100
4,16 Mei 2023,ACES,565,570,575,545,570,5
35,16 Mei 2023,AMRT,2940,2950,2970,2910,2940,0
58,16 Mei 2023,ASII,6350,6350,6400,6250,6275,-75
348,16 Mei 2023,HRUM,1295,1300,1305,1230,1250,-45
378,16 Mei 2023,INKP,7250,7250,7375,7250,7350,100
386,16 Mei 2023,INTP,10200,10200,10300,10150,10275,75
490,16 Mei 2023,MAPI,1730,0,1740,1675,1700,-30
711,16 Mei 2023,SIDO,775,775,780,765,770,-5
827,16 Mei 2023,UNTR,24500,24500,24675,24450,24450,-50
828,16 Mei 2023,UNVR,4500,4500,4510,4460,4510,10
4,17 Mei 2023,ACES,570,570,600,560,595,25
35,17 Mei 2023,AMRT,2940,2950,2970,2920,2930,-10
58,17 Mei 2023,ASII,6275,6350,6350,6275,6325,50
348,17 Mei 2023,HRUM,1250,1245,1290,1235,1280,30
378,17 Mei 2023,INKP,7350,7375,7450,7250,7250,-100
386,17 Mei 2023,INTP,10275,10325,10500,10250,10375,100
490,17 Mei 2023,MAPI,1700,0,1775,1695,1705,5
711,17 Mei 2023,SIDO,770,770,775,765,770,0
827,17 Mei 2023,UNTR,24450,24425,24700,24025,24025,-425
828,17 Mei 2023,UNVR,4510,4500,4510,4420,4460,-50
4,19 Mei 2023,ACES,595,595,615,575,585,-10
35,19 Mei 2023,AMRT,2930,2930,2950,2880,2900,-30
58,19 Mei 2023,ASII,6325,6400,6550,6350,6475,150
348,19 Mei 2023,HRUM,1280,1295,1295,1215,1260,-20
378,19 Mei 2023,INKP,7250,7250,7325,7175,7225,-25
386,19 Mei 2023,INTP,10375,10250,10325,10000,10200,-175
490,19 Mei 2023,MAPI,1705,0,1735,1670,1675,-30
711,19 Mei 2023,SIDO,770,770,770,760,765,-5
827,19 Mei 2023,UNTR,24025,24025,24525,23300,23300,-725
828,19 Mei 2023,UNVR,4460,4460,4500,4430,4430,-30
4,22 Mei 2023,ACES,585,585,635,580,630,45
35,22 Mei 2023,AMRT,2900,2900,2940,2820,2880,-20
58,22 Mei 2023,ASII,6475,6525,6650,6425,6600,125
348,22 Mei 2023,HRUM,1260,1260,1285,1255,1285,25
378,22 Mei 2023,INKP,7225,7175,7475,7175,7450,225
386,22 Mei 2023,INTP,10200,10200,10425,10150,10300,100
490,22 Mei 2023,MAPI,1675,0,1705,1625,1655,-20
711,22 Mei 2023,SIDO,765,765,780,760,760,-5
827,22 Mei 2023,UNTR,23300,23525,24275,23525,23875,575
828,22 Mei 2023,UNVR,4430,4430,4480,4390,4420,-10
4,23 Mei 2023,ACES,630,630,645,595,605,-25
35,23 Mei 2023,AMRT,2880,2880,2920,2830,2860,-20
58,23 Mei 2023,ASII,6600,6600,6650,6550,6600,0
348,23 Mei 2023,HRUM,1285,1285,1310,1270,1300,15
378,23 Mei 2023,INKP,7450,7450,7750,7375,7525,75
386,23 Mei 2023,INTP,10300,10275,10275,9925,9975,-325
490,23 Mei 2023,MAPI,1655,0,1790,1655,1770,115
711,23 Mei 2023,SIDO,760,765,775,760,770,10
827,23 Mei 2023,UNTR,23875,24050,24800,24050,24500,625
828,23 Mei 2023,UNVR,4420,4420,4480,4420,4450,30
4,24 Mei 2023,ACES,605,605,625,600,615,10
35,24 Mei 2023,AMRT,2860,2860,2870,2780,2810,-50
58,24 Mei 2023,ASII,6600,6575,6675,6500,6675,75
348,24 Mei 2023,HRUM,1300,1300,1305,1285,1285,-15
378,24 Mei 2023,INKP,7525,7550,7600,7425,7425,-100
386,24 Mei 2023,INTP,9975,9975,10075,9900,10050,75
490,24 Mei 2023,MAPI,1770,0,1790,1705,1760,-10
711,24 Mei 2023,SIDO,770,775,780,770,780,10
827,24 Mei 2023,UNTR,24500,24500,24675,24300,24600,100
828,24 Mei 2023,UNVR,4450,4450,4450,4390,4410,-40
4,25 Mei 2023,ACES,615,620,635,615,635,20
35,25 Mei 2023,AMRT,2810,2810,2810,2720,2720,-90
58,25 Mei 2023,ASII,6675,6700,6700,6525,6600,-75
348,25 Mei 2023,HRUM,1285,1280,1285,1250,1280,-5
378,25 Mei 2023,INKP,7425,7425,7450,7250,7250,-175
386,25 Mei 2023,INTP,10050,10050,10200,10000,10075,25
490,25 Mei 2023,MAPI,1760,0,1865,1750,1830,70
711,25 Mei 2023,SIDO,780,780,780,770,775,-5
827,25 Mei 2023,UNTR,24600,24500,24500,23500,23500,-1100
828,25 Mei 2023,UNVR,4410,4410,4450,4370,4410,0
4,26 Mei 2023,ACES,635,640,655,635,655,20
35,26 Mei 2023,AMRT,2720,2720,2760,2710,2740,20
58,26 Mei 2023,ASII,6600,6600,6600,6525,6600,0
348,26 Mei 2023,HRUM,1280,1280,1295,1260,1260,-20
378,26 Mei 2023,INKP,7250,7200,7325,7200,7275,25
386,26 Mei 2023,INTP,10075,10075,10175,10050,10050,-25
490,26 Mei 2023,MAPI,1830,0,1830,1790,1830,0
711,26 Mei 2023,SIDO,775,775,780,760,765,-10
827,26 Mei 2023,UNTR,23500,23475,23525,23000,23075,-425
828,26 Mei 2023,UNVR,4410,4410,4430,4380,4380,-30
4,29 Mei 2023,ACES,655,660,660,615,630,-25
35,29 Mei 2023,AMRT,2740,2740,2760,2680,2740,0
58,29 Mei 2023,ASII,6600,6625,6625,6475,6600,0
348,29 Mei 2023,HRUM,1260,1265,1315,1205,1305,45
378,29 Mei 2023,INKP,7275,7300,7400,7250,7325,50
386,29 Mei 2023,INTP,10050,9950,10200,9925,10200,150
490,29 Mei 2023,MAPI,1830,0,1830,1770,1825,-5
711,29 Mei 2023,SIDO,765,765,770,755,765,0
827,29 Mei 2023,UNTR,23075,23100,23400,22625,22875,-200
828,29 Mei 2023,UNVR,4380,4400,4550,4380,4550,170
4,30 Mei 2023,ACES,630,635,635,615,620,-10
35,30 Mei 2023,AMRT,2740,2710,2730,2660,2670,-70
58,30 Mei 2023,ASII,6600,6575,6600,6500,6500,-100
348,30 Mei 2023,HRUM,1305,1315,1365,1315,1360,55
378,30 Mei 2023,INKP,7325,7275,7325,7225,7275,-50
386,30 Mei 2023,INTP,10200,10175,10300,10075,10250,50
490,30 Mei 2023,MAPI,1825,0,1845,1805,1805,-20
711,30 Mei 2023,SIDO,765,765,770,760,760,-5
827,30 Mei 2023,UNTR,22875,22800,23000,22500,22500,-375
828,30 Mei 2023,UNVR,4550,4550,4600,4510,4540,-10
4,31 Mei 2023,ACES,620,625,640,600,630,10
35,31 Mei 2023,AMRT,2670,2680,2700,2640,2640,-30
58,31 Mei 2023,ASII,6500,6500,6600,6450,6450,-50
348,31 Mei 2023,HRUM,1360,1365,1410,1340,1410,50
378,31 Mei 2023,INKP,7275,7250,7275,6900,6900,-375
386,31 Mei 2023,INTP,10250,10175,10200,9900,9900,-350
490,31 Mei 2023,MAPI,1805,0,1855,1755,1775,-30
711,31 Mei 2023,SIDO,760,760,765,725,725,-35
827,31 Mei 2023,UNTR,22500,22325,22800,22200,22225,-275
828,31 Mei 2023,UNVR,4540,4540,4580,4500,4530,-10
4,05 Jun 2023,ACES,630,630,635,610,630,0
35,05 Jun 2023,AMRT,2640,2680,2810,2680,2720,80
58,05 Jun 2023,ASII,6450,6525,7000,6500,6825,375
348,05 Jun 2023,HRUM,1410,1420,1440,1375,1440,30
378,05 Jun 2023,INKP,6900,7000,7125,6950,7025,125
386,05 Jun 2023,INTP,9900,9950,9975,9825,9900,0
490,05 Jun 2023,MAPI,1775,0,1790,1730,1770,-5
711,05 Jun 2023,SIDO,725,725,740,710,720,-5
827,05 Jun 2023,UNTR,22225,22525,23475,22525,22850,625
828,05 Jun 2023,UNVR,4530,4530,4550,4460,4500,-30
4,06 Jun 2023,ACES,630,630,645,620,645,15
35,06 Jun 2023,AMRT,2720,2750,2760,2680,2680,-40
58,06 Jun 2023,ASII,6825,6800,6925,6750,6800,-25
348,06 Jun 2023,HRUM,1440,1445,1460,1425,1425,-15
378,06 Jun 2023,INKP,7025,7025,7025,6950,7000,-25
386,06 Jun 2023,INTP,9900,9850,9900,9775,9775,-125
490,06 Jun 2023,MAPI,1770,0,1815,1750,1800,30
711,06 Jun 2023,SIDO,720,720,755,720,750,30
827,06 Jun 2023,UNTR,22850,23225,23350,22875,23200,350
828,06 Jun 2023,UNVR,4500,4500,4510,4440,4460,-40
4,07 Jun 2023,ACES,645,645,705,640,700,55
35,07 Jun 2023,AMRT,2680,2690,2750,2660,2680,0
58,07 Jun 2023,ASII,6800,6800,6850,6675,6800,0
348,07 Jun 2023,HRUM,1425,1420,1425,1375,1385,-40
378,07 Jun 2023,INKP,7000,7050,7100,7000,7100,100
386,07 Jun 2023,INTP,9775,9775,9850,9600,9700,-75
490,07 Jun 2023,MAPI,1800,0,1925,1785,1880,80
711,07 Jun 2023,SIDO,750,755,755,730,735,-15
827,07 Jun 2023,UNTR,23200,23050,23125,22775,22850,-350
828,07 Jun 2023,UNVR,4460,4470,4570,4460,4570,110
4,08 Jun 2023,ACES,700,700,710,665,680,-20
35,08 Jun 2023,AMRT,2680,2660,2750,2660,2740,60
58,08 Jun 2023,ASII,6800,6725,6775,6700,6775,-25
348,08 Jun 2023,HRUM,1385,1400,1495,1400,1480,95
378,08 Jun 2023,INKP,7100,7125,7350,7050,7325,225
386,08 Jun 2023,INTP,9700,9700,9725,9550,9575,-125
490,08 Jun 2023,MAPI,1880,0,1900,1850,1875,-5
711,08 Jun 2023,SIDO,735,740,755,740,755,20
827,08 Jun 2023,UNTR,22850,23150,23325,23000,23325,475
828,08 Jun 2023,UNVR,4570,4570,4630,4540,4600,30
4,09 Jun 2023,ACES,680,680,695,670,685,5
35,09 Jun 2023,AMRT,2740,2740,2750,2680,2700,-40
58,09 Jun 2023,ASII,6775,6750,6800,6700,6800,25
348,09 Jun 2023,HRUM,1480,1500,1500,1440,1455,-25
378,09 Jun 2023,INKP,7325,7325,7475,7275,7400,75
386,09 Jun 2023,INTP,9575,9600,9675,9450,9625,50
490,09 Jun 2023,MAPI,1875,0,1940,1850,1900,25
711,09 Jun 2023,SIDO,755,755,765,740,765,10
827,09 Jun 2023,UNTR,23325,23700,23775,22825,23075,-250
828,09 Jun 2023,UNVR,4600,4580,4600,4540,4550,-50
4,12 Jun 2023,ACES,685,685,705,675,680,-5
35,12 Jun 2023,AMRT,2700,2720,2780,2700,2730,30
58,12 Jun 2023,ASII,6800,6800,6800,6675,6775,-25
348,12 Jun 2023,HRUM,1455,1450,1485,1425,1485,30
378,12 Jun 2023,INKP,7400,7400,7500,7350,7400,0
386,12 Jun 2023,INTP,9625,9625,9825,9625,9800,175
491,12 Jun 2023,MAPI,1900,0,1925,1860,1885,-15
713,12 Jun 2023,SIDO,765,765,770,745,765,0
829,12 Jun 2023,UNTR,23075,23100,23525,23075,23525,450
830,12 Jun 2023,UNVR,4550,4590,4610,4560,4610,60
4,13 Jun 2023,ACES,680,680,685,630,645,-35
35,13 Jun 2023,AMRT,2730,2760,2760,2700,2740,10
58,13 Jun 2023,ASII,6775,6775,6825,6750,6750,-25
348,13 Jun 2023,HRUM,1485,1475,1510,1450,1505,20
378,13 Jun 2023,INKP,7400,7375,7425,7275,7325,-75
386,13 Jun 2023,INTP,9800,9825,9900,9800,9800,0
491,13 Jun 2023,MAPI,1885,0,1885,1820,1850,-35
713,13 Jun 2023,SIDO,765,765,765,750,760,-5
829,13 Jun 2023,UNTR,23525,23600,23600,22925,22975,-550
830,13 Jun 2023,UNVR,4610,4610,4630,4480,4510,-100
4,14 Jun 2023,ACES,645,645,685,635,685,40
35,14 Jun 2023,AMRT,2740,2740,2750,2670,2700,-40
58,14 Jun 2023,ASII,6750,6750,6900,6750,6900,150
348,14 Jun 2023,HRUM,1505,1520,1525,1455,1470,-35
378,14 Jun 2023,INKP,7325,7325,7850,7325,7775,450
386,14 Jun 2023,INTP,9800,9800,9875,9725,9775,-25
491,14 Jun 2023,MAPI,1850,0,1850,1800,1805,-45
713,14 Jun 2023,SIDO,760,755,760,750,760,0
829,14 Jun 2023,UNTR,22975,23100,23225,22975,22975,0
830,14 Jun 2023,UNVR,4510,4500,4510,4410,4440,-70
4,15 Jun 2023,ACES,685,690,700,660,660,-25
35,15 Jun 2023,AMRT,2700,2700,2700,2640,2650,-50
58,15 Jun 2023,ASII,6900,6900,6900,6825,6875,-25
348,15 Jun 2023,HRUM,1470,1470,1485,1450,1460,-10
378,15 Jun 2023,INKP,7775,7775,8100,7700,7850,75
386,15 Jun 2023,INTP,9775,9825,9925,9775,9925,150
491,15 Jun 2023,MAPI,1805,0,1855,1810,1815,10
713,15 Jun 2023,SIDO,760,760,760,745,745,-15
829,15 Jun 2023,UNTR,22975,23150,23225,22925,23150,175
830,15 Jun 2023,UNVR,4440,4440,4520,4410,4520,80
4,16 Jun 2023,ACES,660,665,670,645,650,-10
35,16 Jun 2023,AMRT,2650,2650,2650,2530,2580,-70
58,16 Jun 2023,ASII,6875,6850,6875,6775,6850,-25
348,16 Jun 2023,HRUM,1460,1465,1480,1440,1460,0
378,16 Jun 2023,INKP,7850,7900,8100,7775,7950,100
386,16 Jun 2023,INTP,9925,9900,9900,9750,9750,-175
491,16 Jun 2023,MAPI,1815,0,1830,1765,1800,-15
713,16 Jun 2023,SIDO,745,745,750,725,735,-10
829,16 Jun 2023,UNTR,23150,23325,23550,22900,22900,-250
830,16 Jun 2023,UNVR,4520,4500,4500,4390,4390,-130
4,19 Jun 2023,ACES,650,650,660,630,635,-15
35,19 Jun 2023,AMRT,2580,2580,2630,2580,2600,20
58,19 Jun 2023,ASII,6850,6800,6875,6775,6875,25
348,19 Jun 2023,HRUM,1460,1460,1460,1400,1430,-30
378,19 Jun 2023,INKP,7950,8000,8225,8000,8175,225
386,19 Jun 2023,INTP,9750,9825,9900,9775,9875,125
491,19 Jun 2023,MAPI,1800,0,1805,1750,1750,-50
713,19 Jun 2023,SIDO,735,735,740,720,730,-5
829,19 Jun 2023,UNTR,22900,22950,23150,22725,23150,250
830,19 Jun 2023,UNVR,4390,4390,4420,4320,4380,-10
4,20 Jun 2023,ACES,635,635,645,605,605,-30
35,20 Jun 2023,AMRT,2600,2610,2610,2550,2580,-20
58,20 Jun 2023,ASII,6875,6825,6850,6775,6800,-75
348,20 Jun 2023,HRUM,1430,1430,1445,1395,1410,-20
378,20 Jun 2023,INKP,8175,8175,8200,7950,8000,-175
386,20 Jun 2023,INTP,9875,9875,9875,9750,9775,-100
491,20 Jun 2023,MAPI,1750,0,1750,1655,1695,-55
713,20 Jun 2023,SIDO,730,730,740,725,730,0
829,20 Jun 2023,UNTR,23150,23200,23225,22950,23125,-25
830,20 Jun 2023,UNVR,4380,4380,4390,4300,4300,-80
4,21 Jun 2023,ACES,605,610,700,610,690,85
35,21 Jun 2023,AMRT,2580,2560,2610,2550,2590,10
58,21 Jun 2023,ASII,6800,6775,6975,6750,6925,125
348,21 Jun 2023,HRUM,1410,1415,1435,1400,1400,-10
378,21 Jun 2023,INKP,8000,8050,8150,7950,8000,0
386,21 Jun 2023,INTP,9775,9775,9800,9625,9800,25
491,21 Jun 2023,MAPI,1695,0,1745,1680,1740,45
713,21 Jun 2023,SIDO,730,730,740,720,720,-10
829,21 Jun 2023,UNTR,23125,23175,23375,23000,23350,225
830,21 Jun 2023,UNVR,4300,4300,4370,4300,4360,60
4,22 Jun 2023,ACES,690,690,690,660,670,-20
35,22 Jun 2023,AMRT,2590,2590,2630,2590,2590,0
58,22 Jun 2023,ASII,6925,6875,6900,6775,6775,-150
348,22 Jun 2023,HRUM,1400,1400,1455,1400,1435,35
378,22 Jun 2023,INKP,8000,8000,8100,7925,7925,-75
386,22 Jun 2023,INTP,9800,9775,9850,9750,9775,-25
491,22 Jun 2023,MAPI,1740,0,1765,1685,1685,-55
714,22 Jun 2023,SIDO,720,725,735,720,725,5
830,22 Jun 2023,UNTR,23350,23500,23775,23350,23525,175
831,22 Jun 2023,UNVR,4360,4370,4370,4250,4250,-110
4,23 Jun 2023,ACES,670,670,680,660,670,0
35,23 Jun 2023,AMRT,2590,2600,2620,2560,2610,20
58,23 Jun 2023,ASII,6775,6775,6825,6700,6775,0
348,23 Jun 2023,HRUM,1435,1445,1465,1440,1445,10
378,23 Jun 2023,INKP,7925,7900,8350,7900,8275,350
386,23 Jun 2023,INTP,9775,9750,9950,9750,9800,25
491,23 Jun 2023,MAPI,1685,0,1715,1675,1705,20
714,23 Jun 2023,SIDO,725,725,740,725,735,10
830,23 Jun 2023,UNTR,23525,23525,23675,23150,23375,-150
831,23 Jun 2023,UNVR,4250,4250,4290,4210,4270,20
4,26 Jun 2023,ACES,670,670,690,670,680,10
35,26 Jun 2023,AMRT,2610,2610,2630,2570,2600,-10
58,26 Jun 2023,ASII,6775,6800,6900,6775,6800,25
348,26 Jun 2023,HRUM,1445,1450,1450,1410,1415,-30
378,26 Jun 2023,INKP,8275,8350,8625,8225,8500,225
386,26 Jun 2023,INTP,9800,9850,9875,9750,9750,-50
491,26 Jun 2023,MAPI,1705,0,1730,1690,1690,-15
714,26 Jun 2023,SIDO,735,735,740,725,730,-5
830,26 Jun 2023,UNTR,23375,23400,23425,23075,23275,-100
831,26 Jun 2023,UNVR,4270,4270,4270,4230,4230,-40
4,27 Jun 2023,ACES,680,680,685,670,675,-5
35,27 Jun 2023,AMRT,2600,2600,2620,2550,2580,-20
58,27 Jun 2023,ASII,6800,6800,6850,6775,6775,-25
348,27 Jun 2023,HRUM,1415,1415,1430,1410,1420,5
378,27 Jun 2023,INKP,8500,8600,8775,8450,8500,0
386,27 Jun 2023,INTP,9750,9800,9925,9725,9925,175
491,27 Jun 2023,MAPI,1690,0,1700,1640,1690,0
714,27 Jun 2023,SIDO,730,730,745,730,730,0
830,27 Jun 2023,UNTR,23275,23275,23325,23125,23275,0
831,27 Jun 2023,UNVR,4230,4230,4280,4230,4260,30
4,03 Jul 2023,ACES,675,675,690,670,670,-5
35,03 Jul 2023,AMRT,2580,2600,2630,2550,2590,10
58,03 Jul 2023,ASII,6775,6775,6825,6750,6825,50
348,03 Jul 2023,HRUM,1420,1425,1505,1425,1495,75
378,03 Jul 2023,INKP,8500,8475,8625,8375,8400,-100
386,03 Jul 2023,INTP,9925,9925,9925,9650,9675,-250
491,03 Jul 2023,MAPI,1690,0,1705,1660,1675,-15
714,03 Jul 2023,SIDO,730,730,740,720,725,-5
830,03 Jul 2023,UNTR,23275,23325,23375,22825,23050,-225
831,03 Jul 2023,UNVR,4260,4250,4310,4210,4310,50
4,04 Jul 2023,ACES,670,670,685,640,655,-15
35,04 Jul 2023,AMRT,2590,2590,2650,2570,2600,10
58,04 Jul 2023,ASII,6825,6825,6825,6700,6775,-50
348,04 Jul 2023,HRUM,1495,1500,1580,1500,1580,85
378,04 Jul 2023,INKP,8400,8400,8550,8375,8475,75
386,04 Jul 2023,INTP,9675,9700,9700,9550,9600,-75
491,04 Jul 2023,MAPI,1675,0,1740,1675,1715,40
714,04 Jul 2023,SIDO,725,725,730,720,725,0
830,04 Jul 2023,UNTR,23050,23150,23250,23050,23100,50
831,04 Jul 2023,UNVR,4310,4320,4340,4300,4330,20
4,05 Jul 2023,ACES,655,635,650,625,640,-15
35,05 Jul 2023,AMRT,2600,2600,2620,2580,2620,20
58,05 Jul 2023,ASII,6775,6775,6775,6700,6775,0
348,05 Jul 2023,HRUM,1580,1590,1635,1580,1590,10
378,05 Jul 2023,INKP,8475,8475,8750,8400,8725,250
386,05 Jul 2023,INTP,9600,9600,9775,9550,9725,125
491,05 Jul 2023,MAPI,1715,0,1720,1680,1700,-15
714,05 Jul 2023,SIDO,725,725,730,720,720,-5
830,05 Jul 2023,UNTR,23100,23200,23775,23150,23700,600
831,05 Jul 2023,UNVR,4330,4330,4330,4280,4310,-20
4,06 Jul 2023,ACES,640,645,665,635,655,15
35,06 Jul 2023,AMRT,2620,2630,2750,2590,2740,120
58,06 Jul 2023,ASII,6775,6775,6800,6750,6800,25
348,06 Jul 2023,HRUM,1590,1600,1645,1600,1620,30
378,06 Jul 2023,INKP,8725,8725,8850,8625,8775,50
386,06 Jul 2023,INTP,9725,9750,9950,9750,9900,175
491,06 Jul 2023,MAPI,1700,0,1815,1695,1810,110
714,06 Jul 2023,SIDO,720,725,735,720,730,10
830,06 Jul 2023,UNTR,23700,23950,24075,23825,24050,350
831,06 Jul 2023,UNVR,4310,4260,4290,4220,4250,-60
4,07 Jul 2023,ACES,655,655,745,640,720,65
36,07 Jul 2023,AMRT,2740,2740,2740,2680,2680,-60
59,07 Jul 2023,ASII,6800,6775,6825,6750,6825,25
349,07 Jul 2023,HRUM,1620,1610,1610,1575,1585,-35
379,07 Jul 2023,INKP,8775,8700,8950,8650,8850,75
387,07 Jul 2023,INTP,9900,9900,10175,9875,10125,225
492,07 Jul 2023,MAPI,1810,0,1825,1740,1760,-50
715,07 Jul 2023,SIDO,730,730,735,725,730,0
831,07 Jul 2023,UNTR,24050,23900,24000,23600,23750,-300
832,07 Jul 2023,UNVR,4250,4230,4240,4210,4240,-10
4,10 Jul 2023,ACES,720,725,735,705,710,-10
36,10 Jul 2023,AMRT,2680,2680,2730,2680,2710,30
59,10 Jul 2023,ASII,6825,6825,6825,6775,6775,-50
351,10 Jul 2023,HRUM,1585,1585,1635,1585,1605,20
381,10 Jul 2023,INKP,8850,8850,9000,8725,8975,125
389,10 Jul 2023,INTP,10125,10125,10225,10050,10100,-25
494,10 Jul 2023,MAPI,1760,0,1780,1745,1750,-10
717,10 Jul 2023,SIDO,730,730,735,730,730,0
834,10 Jul 2023,UNTR,23750,23900,24150,23875,24100,350
835,10 Jul 2023,UNVR,4240,4240,4320,4240,4250,10
4,11 Jul 2023,ACES,710,710,725,705,710,0
36,11 Jul 2023,AMRT,2710,2710,2780,2700,2770,60
59,11 Jul 2023,ASII,6775,6775,6800,6750,6800,25
351,11 Jul 2023,HRUM,1605,1615,1620,1585,1610,5
381,11 Jul 2023,INKP,8975,8975,9475,8975,9475,500
389,11 Jul 2023,INTP,10100,10125,10275,10050,10275,175
494,11 Jul 2023,MAPI,1750,0,1805,1710,1805,55
717,11 Jul 2023,SIDO,730,735,755,730,745,15
834,11 Jul 2023,UNTR,24100,24100,24475,24075,24475,375
835,11 Jul 2023,UNVR,4250,4260,4280,4240,4250,0
4,12 Jul 2023,ACES,710,715,735,715,725,15
36,12 Jul 2023,AMRT,2770,2770,2800,2720,2780,10
59,12 Jul 2023,ASII,6800,6775,6825,6750,6775,-25
351,12 Jul 2023,HRUM,1610,1610,1610,1580,1595,-15
381,12 Jul 2023,INKP,9475,9475,9650,9250,9400,-75
389,12 Jul 2023,INTP,10275,10275,10350,10150,10150,-125
494,12 Jul 2023,MAPI,1805,0,1900,1785,1860,55
717,12 Jul 2023,SIDO,745,745,755,740,745,0
834,12 Jul 2023,UNTR,24475,24475,24475,24000,24000,-475
835,12 Jul 2023,UNVR,4250,4250,4260,4200,4210,-40
4,13 Jul 2023,ACES,725,730,730,700,715,-10
36,13 Jul 2023,AMRT,2780,2780,2810,2730,2780,0
59,13 Jul 2023,ASII,6775,6775,6825,6750,6800,25
351,13 Jul 2023,HRUM,1595,1595,1610,1515,1525,-70
381,13 Jul 2023,INKP,9400,9300,9450,9000,9150,-250
389,13 Jul 2023,INTP,10150,10150,10325,10150,10250,100
494,13 Jul 2023,MAPI,1860,0,1880,1780,1785,-75
717,13 Jul 2023,SIDO,745,745,750,720,725,-20
834,13 Jul 2023,UNTR,24000,24000,24225,23975,24150,150
835,13 Jul 2023,UNVR,4210,4220,4250,4210,4250,40
4,14 Jul 2023,ACES,715,715,730,710,720,5
36,14 Jul 2023,AMRT,2780,2780,2790,2730,2770,-10
59,14 Jul 2023,ASII,6800,6775,6825,6700,6750,-50
351,14 Jul 2023,HRUM,1525,1530,1555,1515,1525,0
381,14 Jul 2023,INKP,9150,9150,9200,8875,8950,-200
389,14 Jul 2023,INTP,10250,10375,10450,10250,10350,100
494,14 Jul 2023,MAPI,1785,0,1820,1785,1800,15
717,14 Jul 2023,SIDO,725,725,730,715,720,-5
834,14 Jul 2023,UNTR,24150,24200,24275,24050,24150,0
835,14 Jul 2023,UNVR,4250,4250,4290,4230,4250,0
4,17 Jul 2023,ACES,720,720,765,720,755,35
36,17 Jul 2023,AMRT,2770,2770,2800,2760,2770,0
59,17 Jul 2023,ASII,6750,6750,6775,6675,6675,-75
351,17 Jul 2023,HRUM,1525,1530,1555,1525,1530,5
381,17 Jul 2023,INKP,8950,8975,9100,8700,8800,-150
389,17 Jul 2023,INTP,10350,10350,10450,10225,10275,-75
494,17 Jul 2023,MAPI,1800,0,1855,1800,1835,35
717,17 Jul 2023,SIDO,720,725,735,720,720,0
834,17 Jul 2023,UNTR,24150,24300,24400,24200,24225,75
835,17 Jul 2023,UNVR,4250,4260,4290,4250,4270,20
4,18 Jul 2023,ACES,755,760,780,735,750,-5
36,18 Jul 2023,AMRT,2770,2770,2770,2730,2750,-20
59,18 Jul 2023,ASII,6675,6675,6700,6475,6575,-100
351,18 Jul 2023,HRUM,1530,1530,1530,1485,1490,-40
381,18 Jul 2023,INKP,8800,8800,8975,8675,8725,-75
389,18 Jul 2023,INTP,10275,10275,10325,10100,10275,0
494,18 Jul 2023,MAPI,1835,0,1930,1835,1900,65
717,18 Jul 2023,SIDO,720,725,730,710,715,-5
834,18 Jul 2023,UNTR,24225,24250,24450,24050,24250,25
835,18 Jul 2023,UNVR,4270,4270,4300,4230,4270,0
4,20 Jul 2023,ACES,750,750,795,695,695,-55
36,20 Jul 2023,AMRT,2750,2770,2820,2750,2800,50
59,20 Jul 2023,ASII,6575,6575,6575,6450,6525,-50
351,20 Jul 2023,HRUM,1490,1500,1540,1500,1540,50
381,20 Jul 2023,INKP,8725,8800,9075,8750,8925,200
389,20 Jul 2023,INTP,10275,10300,10300,10075,10175,-100
494,20 Jul 2023,MAPI,1900,0,1995,1895,1985,85
717,20 Jul 2023,SIDO,715,715,720,685,690,-25
834,20 Jul 2023,UNTR,24250,24575,24575,24225,24375,125
835,20 Jul 2023,UNVR,4270,4260,4270,4210,4220,-50
4,21 Jul 2023,ACES,695,695,715,690,705,10
36,21 Jul 2023,AMRT,2800,2810,2880,2800,2870,70
59,21 Jul 2023,ASII,6525,6500,6525,6375,6450,-75
351,21 Jul 2023,HRUM,1540,1550,1565,1540,1545,5
381,21 Jul 2023,INKP,8925,8925,9000,8725,9000,75
389,21 Jul 2023,INTP,10175,10200,10375,10050,10350,175
